cpf,nome_completo,profissao,trabalha_com_carteira_assinada,idade,localizacao,renda_mensal,estado_civil,numero_de_dependentes,score_de_credito,inadimplencia_anterior,valor_total_do_credito_em_aberto,tipo_de_credito_utilizado_anteriormente,valor_da_compra_a_credito,numero_de_parcelas,taxa_de_juros_mensal_(%),taxa_de_juros_anual_(%),percentual_de_entrada_(%),valor_da_entrada,compra_com_entrada,tipo_de_produto_ou_servico_adquirido,data_da_compra,data_de_entrega,data_da_ultima_compra,data_da_proxima_parcela,numero_de_compras_a_credito_anteriores,montante_total_ja_financiado,percentual_de_comprometimento_de_renda_(%),status_do_pagamento_atual,canal_de_aquisicao,comentarios_e_historico_de_interacoes,status_pgto_ordem,risco_pagamento,score_ajustado
849.073.162-40,Srta. Alice Costa,Ambulante,1,26,Melo de Teixeira,18798,Casado,0,435,0,37599.88,Parcelamento em Loja,45695.78,36,1.86,28.24,20,3921.19,False,Eletrodomésticos,2024-01-26,2024-11-13,2020-12-05,2024-12-25,8,60077.83,42.1,Em dia,Online,Suscipit quod explicabo dignissimos tenetur veniam harum atque ea natus repudiandae voluptatem pariatur.,1,0,435.0
823.145.967-73,Emilly Farias,Confeiteiro,0,31,Correia da Serra,18005,Casado,4,352,0,25781.47,Pessoal,40867.33,6,2.98,7.35,20,7618.79,True,Eletrônicos,2022-07-16,2024-11-12,2022-03-28,2024-11-18,17,73846.01,39.64,Em dia,Telefone,Inventore necessitatibus magnam laboriosam quam accusantium blanditiis iusto impedit.,1,0,352.0
615.394.820-06,Dr. Pedro Henrique Ribeiro,Empresário,0,65,Teixeira das Flores,8803,Solteiro,3,492,1,19480.14,Imobiliário,3830.6,36,2.32,6.28,20,6842.64,False,Móveis,2022-11-05,2024-11-30,2024-02-11,2024-12-29,12,20045.22,31.52,Renegociado,Telefone,Adipisci occaecati dignissimos fuga porro aliquid.,2,0,246.0
410.735.928-04,Júlia da Mota,Boticário,1,56,da Costa,14920,Casado,3,654,0,46131.54,Parcelamento em Loja,5764.09,48,2.37,33.01,0,282.37,False,Móveis,2022-03-27,2024-11-14,2023-10-12,2024-11-06,7,93077.06,19.35,Atrasado,Telefone,Ullam esse voluptas consectetur nisi aliquam laborum pariatur veritatis.,3,0,654.0
092.835.746-56,Pedro Miguel Martins,Técnico em radiologia,1,36,Mendes,12833,Solteiro,4,349,0,37627.97,Parcelamento em Loja,6381.68,48,1.5,12.45,10,3345.28,False,Eletrônicos,2023-05-18,2024-11-16,2024-02-13,2024-12-02,1,80562.09,30.91,Em dia,Online,Temporibus id totam cum velit fugiat ratione commodi eum exercitationem nisi sit consequatur.,1,0,349.0
803.154.769-66,Pedro Miguel Moreira,Caldeireiro,1,32,da Paz do Galho,13040,Casado,0,734,0,2067.77,Parcelamento em Loja,40723.31,36,2.31,21.37,0,6301.26,True,Eletrodomésticos,2023-05-13,2024-11-05,2023-03-15,2024-11-05,3,27015.42,20.78,Renegociado,Telefone,Quisquam delectus sequi commodi ab doloremque ut officia eos recusandae ea.,2,1,734.0
140.927.658-94,Vicente Martins,Orçamentista,0,32,Pinto de Barros,2596,Viúvo,4,701,1,39149.53,Parcelamento em Loja,23199.86,24,1.52,28.41,40,9388.59,True,Eletrônicos,2023-04-14,2024-11-20,2022-08-19,2024-12-08,9,30058.32,47.97,Atrasado,Presencial,Laboriosam harum molestiae placeat eveniet nisi nobis eveniet atque.,3,0,350.5
614.879.325-37,Laura Dias,Tecnólogo em negócios imobiliários,0,47,Gomes de Barbosa,16538,Casado,4,671,0,38376.64,Parcelamento em Loja,12617.17,36,1.14,31.23,0,8222.87,True,Móveis,2022-03-11,2024-11-13,2023-04-06,2024-12-14,18,66208.22,15.63,Atrasado,Telefone,Modi est laudantium aspernatur consequatur ex expedita aut.,3,0,671.0
621.458.037-26,Luiza Nunes,Necromaquiador,1,33,Rodrigues,10784,Solteiro,4,709,1,12566.49,Pessoal,5505.68,36,1.94,13.07,10,1569.49,False,Eletrônicos,2023-08-08,2024-11-18,2022-04-19,2024-11-16,2,6016.84,38.72,Renegociado,Presencial,Animi qui hic omnis veniam ut architecto quaerat iusto unde odit odio iure.,2,0,354.5
315.467.980-48,Dra. Vitória Cardoso,Garçom,1,62,Moreira de Barros,19242,Casado,3,630,1,47864.4,Veículo,42089.89,24,2.45,34.43,20,8447.42,True,Móveis,2023-04-22,2024-11-29,2020-11-07,2024-11-18,17,47996.86,38.99,Renegociado,Online,Incidunt earum odit quasi nulla nam quae eum.,2,0,315.0
478.129.360-31,Dr. Lucas Castro,Empresário,1,65,Fernandes das Pedras,6557,Viúvo,0,811,1,19918.51,Imobiliário,29947.63,12,1.84,19.93,40,5836.4,False,Ferramentas,2022-02-21,2024-11-06,2022-11-22,2024-12-29,1,61718.18,25.21,Em dia,Presencial,Cupiditate nesciunt esse perspiciatis expedita quae est illo voluptate eveniet.,1,0,405.5
961.842.750-11,Sra. Evelyn da Mota,Enfermeiro,1,21,Gonçalves do Sul,5751,Casado,3,638,0,33008.07,Parcelamento em Loja,37794.66,12,2.15,15.32,10,1234.95,True,Eletrônicos,2023-12-10,2024-11-29,2021-09-01,2025-01-03,4,90125.85,20.64,Atrasado,Telefone,Nostrum ipsum amet totam minus odio facilis nobis ea iste.,3,0,638.0
142.359.687-00,Srta. Manuela Santos,Caixa,0,68,da Luz da Mata,4990,Divorciado,3,754,0,36552.44,Pessoal,21031.62,24,2.17,26.98,30,8493.83,False,Eletrodomésticos,2023-07-20,2024-11-29,2021-08-23,2024-12-17,5,98876.46,17.43,Renegociado,Online,Iusto quisquam odit explicabo consequuntur ipsa minus quia quasi.,2,1,754.0
190.236.475-99,Cauê Sales,Controller,0,43,Peixoto do Sul,6809,Divorciado,1,387,0,5754.07,Imobiliário,4901.61,6,1.03,23.72,40,295.87,False,Eletrodomésticos,2024-02-29,2024-11-07,2021-04-22,2024-12-08,6,27946.78,10.92,Renegociado,Telefone,Rerum sapiente blanditiis neque praesentium voluptatem itaque.,2,0,387.0
126.345.708-80,Heitor Vieira,Windsurfer,0,29,Martins de Jesus,12162,Viúvo,0,728,0,32163.35,Parcelamento em Loja,18645.17,36,1.59,30.13,30,9024.49,False,Eletrônicos,2022-02-09,2024-11-24,2023-12-18,2024-11-07,18,78636.65,27.75,Renegociado,Presencial,Enim temporibus dicta ex laborum modi dolore commodi dolor.,2,1,728.0
159.462.307-43,Bárbara Porto,Jogador de futebol,1,28,Correia,4814,Casado,2,458,0,32309.07,Pessoal,35282.27,12,1.07,29.37,30,9402.52,False,Ferramentas,2024-01-29,2024-11-11,2022-02-23,2024-12-28,10,34802.72,35.48,Atrasado,Presencial,Soluta architecto dicta repudiandae maxime nobis delectus.,3,0,458.0
691.547.823-09,Lucca Viana,Lutador de luta livre,1,38,Azevedo da Prata,19405,Casado,0,531,0,5084.96,Parcelamento em Loja,48584.89,6,0.81,25.3,10,6888.83,True,Eletrodomésticos,2023-08-13,2024-11-13,2023-11-29,2024-11-19,12,54131.63,18.54,Atrasado,Online,Maiores magni suscipit repellat nam explicabo.,3,0,531.0
294.863.105-05,Felipe da Rosa,Atleta de arremesso de peso,1,69,Farias da Serra,9287,Solteiro,3,428,0,16245.37,Veículo,43319.01,12,2.33,6.93,10,7386.61,True,Eletrodomésticos,2024-07-29,2024-11-07,2024-02-05,2024-12-14,15,84983.61,29.14,Atrasado,Presencial,Laboriosam labore ab repudiandae ipsa et aperiam delectus.,3,0,428.0
649.230.718-69,Vitor Gabriel Carvalho,Astrônomo,0,44,Teixeira,11572,Viúvo,0,434,0,3370.57,Parcelamento em Loja,24960.03,48,0.92,29.08,10,6405.24,True,Eletrônicos,2023-07-13,2024-11-27,2022-08-26,2025-01-01,8,28703.24,33.39,Atrasado,Telefone,Porro illum rerum distinctio eveniet dolorem repellat quos amet maiores sint.,3,0,434.0
739.012.654-06,Leandro Araújo,Repórter,1,48,Costela,8176,Divorciado,4,442,0,17167.8,Veículo,38890.66,12,0.66,8.91,40,6540.71,True,Ferramentas,2024-10-19,2024-11-12,2021-11-30,2024-12-09,20,99690.4,38.69,Atrasado,Presencial,Incidunt laboriosam eos sit libero quasi ipsam fugiat cum repellat.,3,0,442.0
965.328.147-09,Igor Nogueira,Engenheiro de ergonomia,1,27,Sales,6986,Viúvo,2,456,0,44344.15,Veículo,20968.75,36,0.62,15.44,10,7139.9,True,Eletrodomésticos,2022-07-03,2024-11-11,2023-10-22,2024-12-27,7,32858.01,45.86,Em dia,Telefone,Ut voluptates dolore repellendus consequatur non ducimus fugiat recusandae ea temporibus amet nesciunt.,1,0,456.0
937.218.654-64,Enzo Gabriel Fernandes,Capitão,1,24,Freitas da Praia,7401,Solteiro,4,551,0,35189.31,Imobiliário,42990.09,36,2.26,21.43,30,1102.88,False,Móveis,2024-03-05,2024-11-16,2024-04-07,2024-11-19,6,94452.24,39.31,Em dia,Online,Ratione porro beatae minus mollitia laboriosam neque minus doloremque ut quae cum provident.,1,1,551.0
935.826.704-65,Lorena Costa,Apresentador,1,37,Farias de Souza,4979,Solteiro,3,327,0,2643.17,Pessoal,34067.3,36,2.78,19.41,40,6054.03,True,Eletrônicos,2022-03-23,2024-12-04,2022-01-01,2024-12-17,15,55520.45,38.41,Renegociado,Online,Nisi optio enim enim officiis harum quasi maiores maxime nulla vel saepe.,2,0,327.0
982.540.376-47,Beatriz Teixeira,Auxiliar de serviços gerais,1,57,Barbosa de Cardoso,1762,Solteiro,2,544,0,36823.3,Parcelamento em Loja,47043.15,12,2.51,28.61,0,6204.93,False,Ferramentas,2022-09-22,2024-11-22,2023-05-04,2024-11-30,2,59949.33,24.83,Atrasado,Presencial,Quam nesciunt ipsa natus soluta reprehenderit suscipit eveniet quae expedita maxime veniam quia.,3,0,544.0
741.635.928-73,Rebeca Rodrigues,Mecanógrafo,1,33,Moura do Norte,14024,Casado,1,778,1,17191.66,Parcelamento em Loja,28215.13,48,2.78,23.7,10,8513.78,False,Ferramentas,2023-10-02,2024-12-02,2021-09-10,2024-11-14,16,64816.75,25.78,Atrasado,Telefone,Amet corporis ipsam nesciunt quasi non tempore sapiente saepe reprehenderit error molestiae odit.,3,0,389.0
342.596.017-25,Ryan Melo,Intérprete de Bíblias,1,58,Castro,8926,Casado,1,445,0,35898.5,Pessoal,24879.38,36,1.63,23.24,20,8927.04,True,Eletrodomésticos,2022-07-10,2024-11-18,2023-07-09,2024-12-28,10,77283.69,37.51,Atrasado,Telefone,Tempore iure unde quibusdam minus totam ea eveniet atque eaque unde.,3,0,445.0
968.402.537-83,Murilo Campos,Recreador,1,24,Silva de Minas,9706,Casado,3,832,0,14188.04,Veículo,9055.57,48,0.98,20.51,30,4160.63,False,Eletrônicos,2022-05-03,2024-11-27,2022-07-22,2024-12-12,8,33662.43,47.62,Atrasado,Telefone,Libero soluta minima hic minima assumenda quas odit distinctio magnam quibusdam.,3,0,832.0
520.493.817-60,Heloísa Nascimento,Separador,1,50,Jesus das Pedras,16726,Viúvo,4,324,1,27327.57,Parcelamento em Loja,28595.98,12,0.65,21.68,0,434.58,False,Móveis,2022-12-15,2024-11-16,2023-09-11,2024-12-30,10,13282.82,25.9,Atrasado,Online,Beatae aspernatur doloribus voluptates laudantium molestiae eius totam nemo suscipit ad recusandae.,3,0,162.0
014.875.632-80,Dra. Sarah Nascimento,Ambulante,1,50,Aragão da Serra,6700,Casado,1,421,0,34065.28,Veículo,27771.51,48,1.93,17.73,30,4472.23,False,Eletrodomésticos,2022-10-24,2024-11-27,2024-06-04,2024-12-11,16,65317.21,16.68,Atrasado,Online,Occaecati cumque autem iusto aliquid et nam incidunt in dignissimos reprehenderit fugiat occaecati.,3,0,421.0
672.803.519-21,Melissa Pinto,Controller,1,18,Cardoso das Pedras,16942,Divorciado,4,668,1,5791.66,Imobiliário,32027.87,24,0.98,16.48,0,9309.29,True,Eletrônicos,2022-11-11,2024-11-13,2023-05-28,2024-12-08,4,69727.7,35.57,Em dia,Presencial,Quia modi accusantium quam vero accusamus saepe et consectetur hic.,1,0,334.0
192.765.308-86,Enzo Gabriel Ferreira,Funileiro,0,27,da Mota,5475,Divorciado,4,580,0,32207.21,Pessoal,22568.17,6,1.99,28.96,40,3142.74,False,Eletrodomésticos,2022-01-31,2024-11-10,2023-04-02,2024-12-14,7,41229.64,19.09,Em dia,Presencial,Commodi dolores nesciunt ab vero minus sequi.,1,1,580.0
571.396.208-30,Gustavo Carvalho,Camelô,1,51,Jesus do Galho,11570,Divorciado,4,434,0,5722.24,Parcelamento em Loja,16884.42,24,1.16,26.96,10,7970.31,False,Eletrodomésticos,2024-08-02,2024-11-17,2023-03-31,2024-11-12,11,83781.55,39.37,Renegociado,Telefone,Esse officia et commodi quam aliquam animi minus repudiandae reiciendis sequi quaerat.,2,0,434.0
019.627.854-67,Bryan Mendes,Tintureiro,1,70,Barros,12313,Divorciado,4,502,0,2763.83,Imobiliário,49586.6,12,0.54,17.39,30,5936.36,False,Eletrônicos,2024-10-01,2024-11-12,2022-05-13,2024-11-26,3,70079.09,13.43,Atrasado,Telefone,Eligendi aperiam consequatur distinctio itaque id.,3,0,502.0
829.743.501-60,Dra. Caroline Correia,Meredeira,1,42,Ribeiro do Oeste,16363,Divorciado,4,566,0,15547.06,Veículo,9033.04,48,1.85,20.84,0,7835.1,True,Ferramentas,2024-03-20,2024-12-04,2021-04-03,2024-11-06,12,51000.65,16.62,Em dia,Presencial,Ut recusandae minus dignissimos quidem consequuntur ipsam dolor expedita quam.,1,1,566.0
296.304.178-04,Isadora Costela,Investigador particular,1,22,Freitas da Serra,5321,Solteiro,1,808,1,21620.89,Parcelamento em Loja,14523.36,12,2.27,29.83,40,7683.43,False,Móveis,2021-12-12,2024-11-07,2022-06-18,2024-12-29,11,26037.09,32.33,Atrasado,Presencial,Necessitatibus distinctio doloribus nulla provident occaecati molestias voluptate voluptate sapiente inventore.,3,0,404.0
603.128.457-07,Dr. Murilo Almeida,Ciclista,1,54,Santos do Norte,2425,Viúvo,3,694,0,42249.68,Veículo,22986.89,36,0.89,8.56,20,2512.34,True,Eletrodomésticos,2022-01-25,2024-11-08,2022-11-08,2024-12-21,6,94287.17,44.24,Renegociado,Online,Odio eos pariatur assumenda ex harum fugiat nesciunt necessitatibus explicabo.,2,1,694.0
593.702.641-16,Benício Teixeira,Síndico,0,28,da Mata da Mata,13612,Solteiro,0,740,0,36194.53,Imobiliário,24961.19,6,1.4,7.65,30,6054.73,True,Móveis,2024-07-30,2024-11-23,2023-07-03,2024-12-16,7,73300.98,38.07,Em dia,Telefone,Aut enim hic perspiciatis aliquam consequatur magni.,1,1,740.0
968.402.715-01,João Pedro Pereira,Profissional de logística,1,40,Almeida das Pedras,8275,Divorciado,4,757,1,30608.47,Imobiliário,1023.62,6,2.58,22.9,20,2319.14,False,Eletrônicos,2024-10-23,2024-11-11,2021-09-05,2024-11-14,16,17245.32,42.89,Em dia,Telefone,Iusto delectus adipisci culpa nisi voluptatum officiis illum exercitationem.,1,0,378.5
412.708.653-07,Dr. Renan Costela,Preparador de máquinas,1,18,Aragão,9331,Divorciado,1,533,0,12972.34,Parcelamento em Loja,27704.4,6,1.01,16.5,10,8125.48,True,Móveis,2022-10-21,2024-11-05,2024-08-18,2024-11-19,17,88416.58,47.66,Renegociado,Telefone,Eos maxime fugiat ducimus architecto provident impedit alias autem.,2,0,533.0
526.341.790-06,Mirella das Neves,Desenhista,1,61,Costela Paulista,4582,Viúvo,4,828,0,48799.09,Parcelamento em Loja,14134.87,12,1.35,18.5,10,6150.94,False,Eletrodomésticos,2023-11-18,2024-11-18,2021-11-20,2024-11-23,12,8094.02,25.92,Em dia,Online,Vero eum tempora ex sit odio error repudiandae aliquam fuga commodi.,1,1,828.0
782.413.906-96,João Vitor Alves,Dentista,0,65,Rezende Alegre,14679,Viúvo,2,374,1,38066.44,Pessoal,23378.89,48,1.11,34.97,30,3267.98,True,Eletrodomésticos,2022-01-09,2024-11-27,2022-03-24,2024-12-26,13,90764.97,39.47,Renegociado,Presencial,Pariatur molestias consequatur voluptatem ab consequuntur in in.,2,0,187.0
570.628.349-47,Laís Lopes,Engenheiro de iluminação,0,44,das Neves,18786,Solteiro,0,434,1,4785.72,Parcelamento em Loja,31089.75,12,1.22,17.8,40,1010.73,True,Móveis,2022-01-09,2024-11-30,2021-01-15,2024-12-05,19,33712.45,25.92,Em dia,Telefone,Sit ea ea earum blanditiis quidem dolorem et distinctio accusantium illum reiciendis.,1,0,217.0
687.359.421-00,Gustavo das Neves,Odontopediatra,1,42,Aragão,10036,Casado,1,656,0,4829.44,Parcelamento em Loja,10371.56,24,1.13,10.1,10,2205.88,False,Ferramentas,2022-10-11,2024-11-28,2024-06-29,2024-12-30,19,78674.97,39.81,Renegociado,Online,Libero ea quidem totam similique occaecati porro a cupiditate magni quis.,2,1,656.0
721.409.856-30,Nina Ramos,Massoterapeuta,1,19,das Neves de Minas,12551,Casado,4,421,0,12671.59,Veículo,39010.62,6,1.28,17.79,20,8425.72,False,Móveis,2022-11-01,2024-11-24,2022-04-11,2024-12-07,9,55257.5,38.56,Em dia,Online,Vel magni quisquam sit quidem expedita sequi dolores rerum.,1,0,421.0
384.197.520-88,Noah Gomes,Tecnólogo em negócios imobiliários,0,29,Ramos Verde,9611,Solteiro,2,549,1,43892.52,Imobiliário,5086.76,36,1.44,23.71,40,8029.76,True,Ferramentas,2022-06-30,2024-12-01,2022-05-13,2024-11-16,2,64972.2,27.84,Em dia,Online,Modi tempora consequatur laudantium iste suscipit accusantium voluptas rem vero.,1,0,274.5
914.672.058-85,Vinicius Azevedo,Escultor,0,24,Melo da Prata,14384,Divorciado,1,557,0,36841.94,Pessoal,36712.48,6,1.23,17.31,0,1854.09,True,Eletrodomésticos,2022-06-06,2024-12-01,2022-11-07,2024-11-29,9,58576.43,37.93,Renegociado,Telefone,Ratione quidem saepe reprehenderit quod quisquam alias.,2,0,557.0
836.051.274-44,Gabrielly Lima,Eletricista,1,43,Ribeiro da Prata,11628,Viúvo,3,348,1,35464.51,Imobiliário,48089.96,12,1.58,16.32,30,7989.49,True,Eletrônicos,2023-12-22,2024-11-24,2024-01-27,2024-11-23,16,66118.9,17.11,Atrasado,Presencial,Veniam nihil quis temporibus magni dignissimos iusto officiis facere.,3,0,174.0
451.307.926-61,Olivia Costa,Designer de jóia,0,66,Mendes,14258,Casado,2,727,0,32118.46,Parcelamento em Loja,17802.56,36,2.23,18.04,40,1901.75,False,Móveis,2023-03-16,2024-11-30,2021-11-14,2024-11-30,2,30445.64,25.65,Atrasado,Presencial,Dolore doloremque illo quis ipsum repudiandae atque quaerat non numquam beatae veritatis.,3,0,727.0
962.415.803-70,Thales Rocha,Conferente de recebimento,0,60,Lopes da Praia,18730,Solteiro,3,619,0,8320.13,Imobiliário,43322.76,12,1.68,35.82,40,6531.74,False,Ferramentas,2023-03-21,2024-11-27,2023-02-10,2024-12-13,5,95122.97,24.95,Atrasado,Online,Maiores odio in ad molestias id expedita ratione.,3,0,619.0
842.756.931-91,Clara Sales,Marechal,1,70,da Costa de Rezende,17561,Casado,0,778,1,46931.91,Veículo,7186.8,48,1.98,35.0,30,4215.25,False,Eletrodomésticos,2023-06-29,2024-11-30,2022-04-06,2024-12-27,17,62214.05,34.09,Renegociado,Telefone,Unde architecto sed similique doloremque assumenda.,2,0,389.0
812.630.754-44,Thales Nascimento,Percursionista,1,44,da Rocha de Teixeira,14443,Casado,0,515,0,26924.83,Imobiliário,17841.79,24,2.53,27.23,10,70.83,True,Móveis,2024-07-17,2024-11-22,2022-12-11,2024-11-19,19,20618.3,10.81,Renegociado,Telefone,Quam explicabo iure ab quidem architecto.,2,0,515.0
239.571.840-88,Isaac da Costa,Dedetizador,1,67,Nogueira,4185,Viúvo,3,637,1,26863.17,Pessoal,22720.48,48,2.79,12.02,30,285.64,False,Eletrodomésticos,2024-09-11,2024-12-04,2021-10-24,2024-11-28,1,1728.27,29.29,Em dia,Online,Provident libero nihil provident aut dolor.,1,0,318.5
946.370.812-03,Srta. Sabrina das Neves,Berçarista,0,51,Nunes do Norte,15138,Viúvo,4,367,0,18795.38,Imobiliário,41355.89,48,1.46,19.98,40,6601.96,True,Móveis,2023-07-12,2024-12-03,2022-09-05,2025-01-01,7,1036.59,14.2,Em dia,Telefone,Fuga quos saepe officia animi laboriosam nulla atque odio.,1,0,367.0
578.240.961-49,Dra. Ana Beatriz da Luz,Profissional de tecnologia de laticínios,1,47,Rodrigues,19274,Divorciado,0,337,0,6319.52,Veículo,44791.07,24,1.86,30.14,0,6333.97,True,Eletrodomésticos,2021-12-04,2024-11-24,2023-03-28,2024-12-05,14,71505.29,22.25,Renegociado,Online,Corporis eius veritatis adipisci quas nam corrupti.,2,0,337.0
516.837.942-73,Sabrina Novaes,Alergologista,1,20,Cardoso do Oeste,17955,Divorciado,3,304,1,13971.36,Pessoal,48181.72,6,2.57,29.79,10,6817.99,False,Eletrônicos,2024-01-06,2024-11-17,2020-11-30,2024-12-24,20,34392.6,22.27,Renegociado,Presencial,Voluptatem sint nemo dignissimos debitis aspernatur libero error corporis enim.,2,0,152.0
452.937.086-00,Rafael da Cruz,Selecionador de pessoal,1,51,Jesus da Mata,7206,Casado,2,340,0,32708.37,Pessoal,44341.37,48,1.13,17.86,0,8046.77,True,Eletrônicos,2023-01-28,2024-11-30,2023-10-12,2024-12-01,7,4241.29,21.89,Renegociado,Presencial,Rerum possimus perferendis cupiditate aut modi numquam alias esse.,2,0,340.0
701.693.485-39,Marcos Vinicius Novaes,Técnico em taquigrafia,0,66,Porto dos Dourados,13903,Solteiro,4,464,0,49069.25,Veículo,30720.81,48,1.65,25.65,30,6800.15,True,Ferramentas,2023-12-09,2024-11-24,2021-03-03,2024-11-08,9,85804.67,38.61,Em dia,Presencial,Inventore porro dolor labore corrupti id possimus cumque vel corrupti alias nisi.,1,0,464.0
324.180.567-08,Dr. Renan Ribeiro,Boticário,0,46,da Costa,18404,Divorciado,2,675,0,6475.17,Veículo,14912.86,48,1.35,12.12,10,7370.21,True,Eletrodomésticos,2021-12-11,2024-11-13,2021-04-14,2024-11-07,19,56833.9,20.28,Em dia,Telefone,Hic rem quam architecto facere illum molestiae adipisci excepturi.,1,1,675.0
520.398.167-12,Dr. João Vitor Cardoso,Designer de produto ou desenhista industrial,1,33,Moraes,7232,Divorciado,0,813,0,26277.1,Parcelamento em Loja,10237.43,48,0.57,12.25,40,331.17,True,Ferramentas,2024-09-10,2024-11-29,2023-04-01,2024-11-20,11,72425.52,43.34,Renegociado,Online,Non adipisci atque doloribus ex reiciendis vitae ad itaque nostrum at quibusdam.,2,1,813.0
103.789.426-03,Sabrina Gomes,Angiologista,0,24,Peixoto do Sul,18170,Solteiro,4,686,0,6524.56,Veículo,28834.67,36,1.19,35.74,20,746.62,True,Eletrodomésticos,2024-10-22,2024-11-29,2024-08-27,2024-12-21,14,8221.77,40.6,Atrasado,Telefone,Omnis cupiditate atque dignissimos repellat necessitatibus.,3,0,686.0
095.683.147-84,Samuel da Mota,Cinegrafista,1,32,Rodrigues de Goiás,6282,Viúvo,4,760,0,36418.74,Veículo,31161.83,24,0.68,24.83,10,5648.2,False,Eletrônicos,2023-08-11,2024-11-11,2021-06-05,2024-11-26,17,72107.4,10.31,Renegociado,Presencial,Labore asperiores harum consequuntur blanditiis rem ducimus sit quae eius illum beatae.,2,1,760.0
361.508.279-68,Dra. Julia Castro,Administrador de banco de dados DBA,1,55,Teixeira Grande,7240,Casado,2,460,0,45898.9,Veículo,24889.48,12,1.41,10.12,20,5093.18,True,Ferramentas,2024-03-08,2024-11-06,2021-10-30,2024-11-05,15,37105.94,48.14,Renegociado,Presencial,Beatae cumque repellat vitae labore ab ducimus doloribus amet voluptatem repudiandae quis.,2,0,460.0
269.581.073-30,Igor Barros,Historiador,0,30,Costa do Campo,4827,Divorciado,2,677,0,25219.02,Veículo,9406.42,6,0.69,31.17,10,5979.92,False,Ferramentas,2022-02-18,2024-11-15,2022-08-05,2024-11-05,6,32149.53,31.79,Atrasado,Telefone,Sequi ut consectetur facere at id corporis debitis tenetur.,3,0,677.0
927.851.436-55,Sra. Laís da Cruz,Leiloeiro,1,70,da Rosa do Oeste,18803,Solteiro,2,613,0,29560.24,Pessoal,5082.57,36,0.76,20.07,0,4232.36,False,Móveis,2022-01-06,2024-11-08,2024-07-13,2024-12-24,7,56075.89,46.03,Em dia,Telefone,Quidem consequuntur quasi vel quas nesciunt esse reprehenderit reiciendis.,1,1,613.0
318.704.962-13,Beatriz Pires,Profissional de comércio exterior,0,60,Gonçalves,14407,Solteiro,3,787,1,7567.99,Veículo,43735.81,36,2.95,17.98,10,8680.22,True,Eletrodomésticos,2022-09-11,2024-12-04,2021-01-12,2024-12-17,18,72971.59,33.87,Em dia,Presencial,Sunt fugiat ad perferendis in numquam et dolore consectetur illum officiis nobis.,1,0,393.5
523.890.167-40,Sra. Evelyn da Conceição,Policial civil,1,61,da Cruz,15299,Solteiro,1,584,0,11438.38,Parcelamento em Loja,38338.45,36,1.26,28.23,40,9375.41,False,Ferramentas,2024-05-09,2024-11-22,2021-09-19,2025-01-02,14,68462.1,31.92,Em dia,Online,Quam ad voluptas consequatur veniam repudiandae facere molestiae beatae.,1,1,584.0
043.865.127-80,Enrico da Paz,Auxiliar de reprografia,0,28,Vieira das Pedras,12443,Solteiro,4,329,1,18465.85,Parcelamento em Loja,47715.97,12,0.85,26.89,20,815.83,True,Eletrônicos,2021-12-30,2024-11-19,2022-10-31,2024-12-12,16,94532.56,14.3,Renegociado,Online,Consectetur autem pariatur eum ut neque.,2,0,164.5
